normalisasi,Score,Sentiment
kontrak apa ngkost,-1,Negatif
tidak perlu penjelasan siapapun,1,Positif
kalau juta hari jadi hari lebih ribu sehari bayar kontrak rumah ribu rph lebihtinggak dihotelpun sehari tidak sebesar itu,0,Netral
kegedean pak bagaimana kalau kita perkecil jadi juta pertahun,-1,Negatif
memang ada ya anggota dewan tidak punya rumah makanya pada ngontrakkocak kamu pada ahgw saja cuma dagang seblak bisa bikin rumah masa kamu dewan rumahnya ngontrak kocakkocak,-4,Negatif
apa kontrak rumahnya dpr bulan sebesar juta,-1,Negatif
ini juga harus ditarget,-1,Negatif
ah sudah enggak percaya meminta trasparan saja gajih dan tunjangan ya,0,Netral
penerimaan dpr ri setahun rp sama sekitaran rp jtbulan gaji tunjangan dana reses dana dapil dll,2,Positif
tetap sebutnya juta per bulan jadi kita tetap kali jadi juta pertahun v tahun sama,4,Positif
enak banget lo mengomong ya,2,Positif
penjelasannya sudah mulai muter muter makin kesini makin kesoni,3,Positif
orang kaya kok ngontrak,0,Netral
wes tidak percoyo karo cocote wong iki,-1,Negatif
yang sudah ada rumah di kasih juga,0,Netral
juta ngontrak rumah buat tahun bukan perbulan,2,Positif
juta sebulan buat kontrak rumah saja,2,Positif
kontrak rumah setiap bulan juta banyak kok town house yang disewa itu juta pertahun lah ini perbulan,0,Netral
bapak nih gomong apa berputar di juta,0,Netral
ini lah yang mengakibatkan kesenjangan sosial tidak salah kalau rakyat marah dan muak kepada dpr,-6,Negatif
beda hari beda pernyataan,-2,Negatif
mengomong ya beda tidak ada yang bisa di percaya,-1,Negatif
ngontrak duit segitu nyicil rumah baru bisa kali,0,Netral
setiap bulan ya bagaimana bagaimana pakkk,0,Netral
dimana kami bisa melihat daftar tunjangan kalian pak sedangkan kalian tidak transparan kpda masyarakat,0,Netral
sewa setahun juta juta wajarlah,2,Positif
terus kalau paw bgm,-1,Negatif
suka ajalah yang benar bubar dulu baru berbenah dengan orang baru,-1,Negatif
yakin cuma tahu,0,Netral
yang jelas bikin penjelasan mu dimana di paparkan itu diaturah mana itu blnxjt merujuk kemena jangan omon saja,-4,Negatif
sebulan juta matek rakyat,1,Positif
juta setahun enak banget ya,3,Positif
kalau mau klarifikasi cukup satu orang jangan banyak beda orang beda omongan ya,-5,Negatif
jlimet pak dasco menjelaskannya,0,Netral
wow jutabulan buat kontrak rumhgila rumah kayak bagaimana jutabulan rakyat ngntrak rumah rebu sd bulan,1,Positif
sudah benar bubar saja,-1,Negatif
itu bukan tunjangan kontrak rumah tapi untuk bangun atau beli rumah baru woouuyyy,-1,Negatif
begitu ada kisruh mengomongnya sampai cuman setaon coba tidak ada demo pasti tahun full,-2,Negatif
dpr bebas pajak pajak di tanggung pemerintah,-4,Negatif
mana buktinya penjelasan tanpa transparasi sama saja jual mimpi dan fiktif cukup lah validasinya,2,Positif
itu yang menjadikan rakyat marah,-3,Negatif
klarifikasi ya beda transparan saja ke rakyat slip gaji setiap bulannya,-1,Negatif
sama oon nyaperbulan juta kali tahun,1,Positif
uang aspirasi uang sidang dll tidak di sebut,-1,Negatif
sudah simple saja kalau ada pemilu jangan ada yang memilih kosongkan pemilu,-3,Negatif
duitnya masih bisa di pakai yang lain pak,-2,Negatif
jta buat byar kontrakan selama tahun gede amat,2,Positif
wis ora digubris belas lekkk,-1,Negatif
ini baru tunjangan rumah yang terekspos tunjangan lainnya naik diam cair tunjangan yang tidak penting dihapus dong,-6,Negatif
harusnya yang mengatur gajih dpr itu kita rakyat minimal bicarakan dulu dengan rakyat karena dpr itu wakil rkyt yang dbyr dari uang rakyt,-8,Negatif
ngontrak rumah juta per bulan ng o takkkk rusakkkkk katanya efisiensi efek ya pbb di daerah naik ekonomi buruk dimana hati kalian,2,Positif
astaghfirullah aladzimx coba rakyat pak tambah susah apa apa pjkterus,-3,Negatif
mungkin di pakai poya xngontrak cuma tidur doang ngontrak saja yang harga sebulan sudah cukup untuk tidur,-4,Negatif
mencari saja pembenaran terus yang satu mengomong lain yang satu mengomong lain preettttlah,-6,Negatif
sama saja buattt apaaaa buang buang duit pjakkkk,-2,Negatif
memang anggota dpr pada tidak punya rumah,-1,Negatif
juta kali juta sudah bisa buat beli rumah itu tidak ngontrak lagi lagian omong begitu juga karena dilawan rakyat coba tidak ada yang protes ya pasti lanjut itu barang,-4,Negatif
juta kali jadi juta walaupun dalam tahun tidak terima lagi belum lagi uang tunjangan pokok uang kreatif,1,Positif
ngeles apalagi nih dpr palingan juga daftar tunjangan sudah di perbarui supaya meredakan amarah rakyat,-4,Negatif
cair banyak nieh bos,0,Netral
tapi rata dpr hidupnya mewah ya tidak ada yang hidup sederhana harusnya ada hidup sama dengan yang diwakilinya itu baru wakil,-2,Negatif
bisa tidak gj dpr tidak se fantastis itu itu yang bikin rakyat sakit hati,-6,Negatif
kerja kerja baru menikmati fasilitas tidaktahumalu,1,Positif
kocaaakbeda orang beda penjelasan,0,Netral
luar biasa pak tunjangannya ya juta perbulan,2,Positif
mereka wakil rakyat kan kok rakyatnya tidak dapat apa,-2,Negatif
gila enal banget jadi dia kita yang bayarn malah di bilang toll pantas saja di bilang begitu kita semua,-3,Negatif
saran anggota dpr di gaji sesuai umr bagaimana itu baru mengabdi kepada negara,-2,Negatif
kayak pensil gambar rupa ngelesnya,0,Netral
uang tersbut uang siapa ya,1,Positif
hadeh hadehhh capek deh pakkk mengomong memang enak sekarang,-1,Negatif
tidak salah juga dapat tunjangan rumah karena uu ya mungkin seperti itu jadi perlu merubah uu sistem penggajian dan tunjangan dewan apakah wajar atau ada rasa empati dengan kesenjangan gajitunjangan anggota dengan umr belum lagi buruh dengan gaji harian,-11,Negatif
kenapa ya selalu mencari pembenaran dan seolah angka yang kalian sebut kecil padahal bagi rakyat tunjangan rumah kalian bisa buat beli rumah impian kebanyakan rakyat,2,Positif
ngeles saja juta tiap bulan selama tahun,-2,Negatif
juta bulandpr itu gajih pns saja,-2,Negatif
kalau begini penjelasan ya kan tidak ribut jadi ya,0,Netral
kok gue tidak percaya,0,Netral
mending buat makan bergizi gratis daripada mengasih dpr,2,Positif
bayar sendiri rumah lo yang asn saja nayar sendiri kalau mau tinggal di tempat penempatan baru kalian juga cuma karyawan rakyat smaa kayak kami di bayar negara,-6,Negatif
brti selama tahun juta saya kok tidak percaya,0,Netral
klarifikasi trsmembela diridah lah capek dengar ya,2,Positif
hlm ada dana dapilaspirasi yang beberapa kali bulan dana reses beberapa kali nilai ratusan dan apakah fana tsrbt bisa real,2,Positif
enak benar ngontrak rumah di bayarin negara selama menjabat rakyat saja yang di bawah garis kemiskinan smuanya harus bayar sendiri dpr kan sudah besar pendapatan ya knapa harus ada tunjangan perumahan padai lah gunakan gaji sendiri selayak ya rakyat indonesia,-5,Negatif
beda beda penjelasan ya jawaban hasil brifing sama yang spontan yang mana ya yang tidak benar jadi bingung masyarakat,0,Netral
yang benar itu penjelasan yang pertamakita rakyat tidak bodoh apa setelah rame klarifikasi,-4,Negatif
jangan suka membodohi rakyat lagi,-2,Negatif
masih percaya sama sda bos danantara uangnya dikemanakan,3,Positif
ambeklah galo duit negara ini biar kamu wakil rakyat kembu tidak perutnya kami ini rakyat keadaan sekarang cari makan susah kamu enak enak bantai duit negara dasar tidak ada empati sama rakyat wakil rakyat pretttt,-4,Negatif
kan mereka wakil kita,0,Netral
lain orang lain statment,-2,Negatif
akh maca itu anggota dprnya tidak mengomong begitu,-3,Negatif
buka sampai satuan tiga pendapatan dpr kepublik itu tidak usah bodohin rakyat pendapatan kalin lebih juta perbulan,-1,Negatif
ini sudah tahu berapa,0,Netral
maaf pak tidak logis transparansi itu seharusnya di awal bukan di akhir,-2,Negatif
berarti juta untuk tahun kali berapa tikus di gedung dpr anggaran uang rakyat,2,Positif
setiap bulan juta belum gaji belum tunjangn belum ansuransi belum biaya dinas persatu anggota belum dana yang di korupsi itu tidak tau berapa nilaix pantastis,-5,Negatif
enak banget jadi dpr tak lihat rakyat kelaparan,2,Positif
alamak sudahlah abang nih melucu terus,-1,Negatif
itungannya itu selama tahun juta perbulanberarti juta nah tahunjadi bulan ya juta selama tahun,2,Positif
jadi anggota dpr kalau kurang empati ya susahniatnya jadi anggota dpr apa coba,-4,Negatif
per bulan juta wowwehauuu,0,Netral
bikin keterangan tunjangan dadakan dibayar selama bulan untuk tahun lucu gasi kenapa dibayarkan selama bulan kalau untuk tahun ngada ada saja kemarin kata wakil lainnya itu juta masih nombok konyol amet sih ini dewan,-7,Negatif
mana ada yang percaya,0,Netral
aku lebih percaya pernyataan krisdayanti,2,Positif
terusan klarifikasi pak sudah di spil kd sama pak mahfud,1,Positif
kerjo tidak pecus tunjangan akeh korupsi gede gede an,-3,Negatif
memangnya gajinya indak cukup untuk kontrak ala sederhana akallan kalian az biar bisa dapat uang lebih dari anggaran,-2,Negatif
gaji dpr itu sudah kelewatan besar ya belum lagi sogokan korupsi ya,-2,Negatif
satu preode bisa sama,1,Positif
orang hebat ini kawan suka ngeles,-1,Negatif
juta pak tidak usah kontrak kamu beli rumah saja,-1,Negatif
sandiwara apalagihebatsusunan yang sangat rapi untuk mngibuli rakyat indonesia,-1,Negatif
kalau rakyat tidak setuju bagaimana sudah ada persetujuan rakyat,-2,Negatif
ini artinya bukan mewakili rakyat pak bagaimana anda bisa merasakan pengahasilan sesuai umr untuk biaya hidup keluarga anda,-3,Negatif
juta setiap tahun itu sudah banyak bos,1,Positif
kontrak rumah jtbln juta kebanyakan,3,Positif
selama masa jabatan tuh,0,Netral
tikus digaji banyak jadi selama mereka boros anggaran negara,-1,Negatif
ngelak ya jago banget mana ada anggaran beda tahun wkwkwk apalagi sewa menyewa beda tahun beda anggaran bapak yang terhormat hapus saja suruh tinggal di wisma atlet kemayoran siapin metro mini biar merakyat,-2,Negatif
ia kan katanya mau di naikin,-1,Negatif
juta untuk tahun yaitu juta perbulan tetap kegedean pakkkkk apartemen saja juta perbulan sudah bagus banget,3,Positif
juta bulan bulan untuk selama tahun jumlahnya sebesar juta ro untuk tahun bulan jika dibagi bulan tahun itu bersrti bulannya juta rupuah,-2,Negatif
bisa saja kamu tong,-1,Negatif
ini sudah terjadi kaya begini kemren malah pada joged kemarin rakyat masih di namai nitizen di medsos skarag sudah beda nama rakyat jadi rakyat yang nyata salam damai,-3,Negatif
pe jelasan kedua itu kebohongan nutup kebenaran,-1,Negatif
coba saja cek november nanti tetap masih ada tuh juta ya,0,Netral
biaya kontrak juta kontrak rumah tinggal atau kontrak istana raja pertanggungjawabannya,2,Positif
jadi cuman dari oktober sampai oktober ya sepanjut ya tidak ada lagi sampai,-1,Negatif
karena di demo kalau tidak juga lanjut tikus got semua,-6,Negatif
blunder tidak tau mana yang benar mana yang tidak,-5,Negatif
kenapa tidak bikin rumah dinas saja kayak tni begitu jadi misal sudah tidak menjabat itu rumah masih ada dan dipakai anggota yang baruuu jadi tidak harus selalu kasih uang tunjangan rumah terusssss,-7,Negatif
kok bisa gonta ganti sih,0,Netral
dan kalian percaya,1,Positif
apapun penjelasanmu rakyat sudah tidak percaya klarifikasimu malah jadi bhan ketawaan sama rakyatmu,1,Positif
rakyat sudah muak dengan omongan kalian yang berubah ubah seperti cuaca contoh ya angin tidak memiliki ktp,-4,Negatif
total juta dong untuk kontrakan selama tahun jadi cari rumah yang juta tahun,1,Positif
juta kali juta juta bl jtbln tetap saja masih terlalu besar buruh boro ada tunjangan rumah sudah upahnya kecil harus bayar pajak lagi,-3,Negatif
kebanyakn kontrakan paling mahal juta sebulan ini juta memang mau ngontrak lc,3,Positif
sudah benar pakai rumah dinas bisa ngirit anggaran sekarang rumah dinas ya siapa yang pakai,2,Positif
dikira rakyat pada tidak paham ya,-2,Negatif
iya entar tahun depan ya ada lagi tunjangan perpanjangan perumahan juta perbulan,1,Positif
mulut politisi itu bagaikan kedelai di masak pagi kedelai malam sudah jadi tempepretttt,-3,Negatif
gaju ya cukup juta sajajgn ada lain tidak ada pensiun seumur hidupenak benar kerja tahun pensiun seumur hidup,-2,Negatif
artinya secara langsung dpr dibelikan rumah berkedok tunjangan rumah sementara rakyat untuk makan saja susah,-1,Negatif
juta pertahun buat beli rumah sudah spek yang bagus di perum yang tahun bisa buat foya nanti tua masih dapat pensiunan merdeka,0,Netral
simpang siurpasha ungu bilang juta per tahun,0,Netral
cari alasan cari pembelaan kenapa tidak kemarin mengomong begitu kalau sudah ricuh rusuh baru mengomong cari pembelaan,-5,Negatif
akan terjadi ngakal ngakali kalau begitu nanti pak,-1,Negatif
jangan bohongin rakyat ingat mati pak,-1,Negatif
dpr cuma bahas tunjangan doang tak bisa bahas rakyatnya yang miskin kah,-2,Negatif
miskin amat dpr sampai ngontrak,0,Netral
tidak dengan itu masih banyak lagi tunjungan lainnya coba saja tonton video krisdayanti selaku anggt dpr yang sudah mengakui semua berbagi macam tunjangan dan fasilitas yang diperoleh dpr sampai beratusratus juta,-7,Negatif
sudah gila penghasilan dprrakyat mau potong semua penghasilan dpr,-2,Negatif
hapus semua tunjangan ya gaji saja samain sama rakyat umr rakyat saja kalau naik umr cuma dikit tidak sampai puluhan juta,-5,Negatif
yang kayak makin kayak yang miskin makin miskin,-4,Negatif
hilangkan saja berbagai tunjangan dpr meresahkan,-2,Negatif
kenapa harus cari kontrakan yang mahal sih cari saja kontrakan yang harganya juta saja sebulannya toh dpr kerjanya juga tidak jelas cuma joget saja tuh,-8,Negatif
tahun juta,1,Positif
rakyat sudah tidak percaya lagi pakpenjelasan bedakami tidak mau di bodohiningat pertanggungjawaban anda nanti di akhirat pengadilan allah berlaku,-3,Negatif
mengapai ngontrak kan kays kayak masa harus dibiaya ini rakyat,-2,Negatif
kalau tidak rame kemarin mungkin sampai oktober,-3,Negatif
tidak ada yang jujur cuma anak lulus dari sekolah yang jujur kalau dari partai nol kejujuran,-7,Negatif
nanti ada yang bicara beda lagi,-4,Negatif
tidak ada yang bisa di percaya bentar ini bentar itu,-2,Negatif
mau itu sampai oktober kayak pokok e di hapus saja tunjangan yang tidak sejalan dengan rakyat bapak yang terhormatkan sudah pada kayak samakan semua gaji dan tunjangan layaknya seperti asnpegawai pemerintahan pada umumnya,-14,Negatif
berat betul beban negara,-1,Negatif
kalau di kasih rumah ya tidak bisa memperbanyak aset mereka sudah punya rumah sendiri kalau dpat mentah kan enak lumayan bisa beli lagi,-1,Negatif
ini semua terjadi karena kalian semua anggota dpr mau naik atau tidak bodo amat kalian tuh wakil rakyat wakil kami kalian tau tidak keadaan rakyat dibawah sulit mencari kerja sembako mahal gaji murah pelayanan kesehatan rendah terhadap pasien yang menggunakan bpjs gratis biaya pendidikan mahal terus kalian ribut anggaran terus kalian ini keenakan digedung dpr dingin kursinya mpuk anggaran naik sampai kalian lupa dengan rakyat orang yang memberi kepercayaan kepada kalian untuk menyuarakan aspirasi rakyat sekarang kalian turun karena tidak berguna bagi rakyat bukannya kehidupan rakyat semakin baik ini malah semakin buruk saya meminta kalian turun berhenti jadi wakil rakyat karena tidak ada gunanya,-5,Negatif
karyawan spbu gaji mungkin umr tapi sanggup sewa rumah saya bayar dengan gajinya sendiri masa dpr tahun sewa rumah dibayarin negara lah gaji tunjangannya saja selangit sakit banget,0,Netral
menurut saya lebih baik anggota dpr orang yang benar punya otak daripada orang tapi tidak punya otak dpr adalah pengabdian bukan tempat mencari kekayaan,-2,Negatif
saya lebih percaya mengomong dengan tembok,0,Netral
memang awal ya aturan ya begitu bosini karena di demo saja kali,-1,Negatif
sudah tidak percaya lagi nama ya dpr,0,Netral
pakar ekspresi coba baca ekspresi bapak ini,-1,Negatif
bubar saja rayap negara,-1,Negatif
sebaiknya tunjangan itu di hapus di ganti saja ke juta perbulan gaji bersinya tidak pakai tunjangan ini itu baru adil,-6,Negatif
miris sudah mendengarkan penjelasannya eeeek,-1,Negatif
berbelit belititu cari aman mereka,-1,Negatif
enak kali makan uang rakyatt yahhhhhhh kami asik melarat ajaaaaaa,0,Netral
bicara kelimpungan sulit di pahami setahun tiap bulannya juta artinya kali juta setahun dalam kondisi keuangan negara defisit i,2,Positif
aura tukang ngibul kuat banget,0,Netral
permintaan rakyat paak tidak usah ada tunjangan blahblah ekonomi rakyat lagi tidak baik bos,-4,Negatif
pov bunda corla sudah lah muakkk aku,0,Netral
kau lihat video krisdayantoi indak woee,1,Positif
mereka sudah kayak raya buat apa dikasi juta lagi untuk ngontrak rumah perbulan lagi mending uangnya untuk mbangun asrama tni polri yang banyak dari mereka tak dapat rumah,-1,Negatif
sorot matanya tidak bisa di bohong ngi kalau semua kata modus rakyat bukan anak tak yang bisa mudah di kibulin,-10,Negatif
ini nih salahnya sudah terjadi baru transparan kenapa dari awal tidak transparan coba,1,Positif
kayak soir bajaj pintar ngeles nanti lain lagi bukan tunjangan bahasanya bubarkan dpr kata gusdur almarhum dpr itu taman kanak kanak,-8,Negatif
beli sendiri napaaaa meminta banget di tunjang ish,1,Positif
jossssss sebulan juta rumah mewah,2,Positif
samain saja gajian sama buruh pabrikga ada tunjangan tunjanganmasi banyak yang mau,-2,Negatif
masih ngontrak saja rumah dprparahemnag gbaada perumahan dpr milik negarakacau,1,Positif
berarti sejak presiden baru,2,Positif
juta untuk tahun tetap gede pak,2,Positif
maling mana mau mengaku,0,Netral
mana bukti sknya pak,-1,Negatif
pokoknya harus dapat walau setahun lumayan lah walau tidak jadi lima tahun,-5,Negatif
ajirrr ngibulnya tidak ngotak,-1,Negatif
sehari juta setahun juta mantab kamu ngontrak dimana sehari,2,Positif
intinya kamu semua kalau tidak bisa pangkas semua gaji sama tunjangan kamu semua bubar ngabisin uang negara saja kamu,-6,Negatif
kurang pak tambah i jadi rp blnbiar menambah bangkrut negara iniwkwkwkw,0,Netral
orang kayak begini kok parlemen tertinggi di indonesia,-2,Negatif
dpr tidak keluar sengaja taktik buat alasan pindah ikn secepatnya,-1,Negatif
enakkanggota rakyat sipil dapat apa,-1,Negatif
micky mouse ta kii,-1,Negatif
coba ingat ada lagi loh pak atau saya puter lagi vidio kd,-3,Negatif
itu pakai duit rakyat booooosssss,-1,Negatif
kalau tidak ada demo bakalan lanjut sampai tahun lah,-3,Negatif
perbulan juta itu uang dari mana pajakin rakyat,-1,Negatif
sudah di hapus semua itu embelcukup gaji pokokbaja,-3,Negatif
inilah satu yang perlu diturun kan,0,Netral
lebih dari gajih pokok,-1,Negatif
suka kau lah indonesia kan punya kau,1,Positif
mana percaya omongan anda,-1,Negatif
ngontrak petakan saja gaya amat,0,Netral
mereka itu rata sudah punya rumah dan rata sudah kayak semua,-1,Negatif
pantas negara hutang ya tidak beres beres,-1,Negatif
coba ditanya total pwnerimaan per bulan,-1,Negatif
preetttt sudah lah penjelasan ya lain lain,0,Netral
dasco cowok ya apa,0,Netral
bisa begitu nganggar ya,1,Positif
berani buka dan transparan tidak kalau gaji broa dan tunjangan berapa berani tidak mana mungkin berani semua hanya omong saja semua bisa bos,-8,Negatif
kerja kalian apa kok besar sekali gaji kalian mana buktinya kalau kalian kerja tunjukkan jika ada karja kalian kami tidak merasakan sampai saat ini,-2,Negatif
kader dari gerindra tidak ada yang becus,-3,Negatif
tunjangan rumah buat apaan memang ada anggota dpr yang masih ngontrak dirumah petakan,-2,Negatif
aku tak peduli yang penting dpr bubarkan,-1,Negatif
giliran didemo buat alasan tahun,2,Positif
lah pak dasco saya tidak percaya,-1,Negatif
mungkin nanti ganti nama tunjangan tempat tinggal misal tunjanagan lainlain,-4,Negatif
intine anggota dpr itu gatel,-3,Negatif
amit gue memilih legislatif lagi,-2,Negatif
lah memang angota dpr pada tidak punya rumah dikasih tunjangan rumah bukanya ada rumah dinas dpr enak benar gajih uang bensin uang lauk tidak sekalian buat laki byar psk sekalian,1,Positif
enak ya jadi anggota dewan,-1,Negatif
semua ini berawal dari pajak tinggi tunjangan dpr sengsarakan rakyat rakyat sudah muak revolusi harus dilakukan,-6,Negatif
gue kerja kok tidak ada ya yang memikirkan biaya tinggal gue sebenarnya dengan gaji dan segala macam tunjangan lainnya tidak dikasih tunjangan rumahpun mereka masih bisa hidup dirumah yang lebih dari layak,-3,Negatif
belut sedang mencari jalan keluar,-2,Negatif
manfaat kalian itu dpr ubtuk rakyat apa,-1,Negatif
dpr banyak yang koruptor tertangkap mangkanya rakyat protes,-2,Negatif
kok tidak masuk akal sih pak,-2,Negatif
sudah begini baru pada sibuk klarifikasi kemarin pada joged lah bilang tolol lah,-4,Negatif
pertanyaan nyaemang ada yang jadi dpr yang tidak punya rumah yang ada memang rumahnya sudah mentereng semua,-3,Negatif
dpr tidak ada manfaat ya buat rakyat,2,Positif
harusnya tunjangan juta perbulan untuk rumah,1,Positif
tidak masuk akal dikasih ya dalam setahun tapi buat tahun,2,Positif
bisa saja ngelesnya dascoookkk,-1,Negatif
mengomong ubah ubah yang benar yang mana juta sebulan juga bukan main baru tunjangan rumah belum yang lain lain,-5,Negatif
rakyat yang mencari rumah subsidi buat mencari angsurannya saja harus mikir duluini enakan sekali setiap bulan di kasih juta buat kontrak rumah edaan,-2,Negatif
itu baru tunjangan rumah,-1,Negatif
wow sama tahun beli rumah bisa pak mengapai ngotrk lagi sehat indonesiaku,1,Positif
pokok ya bubar kan dia ini sudah jelas mengalihkan pandangan masyarakat,-1,Negatif
kalian percaya omonganya politusi saya pertegas politisi,0,Netral
penak men uripmu kang,0,Netral
seolah olah dpr pendapatan kecil biar rakyat adem,-1,Negatif
orang ini dapat bintang tsnda jasa jasanya apa,0,Netral
sudah tidak usah mengomong uang rakyat lagi susah menyakiti rakyat lo,-5,Negatif
memang anggota dpr pada susah ya rumah saja pada ngontrak padahal pas di lantik pada bawa mobil mewah,-1,Negatif
jangan ngeles om,-2,Negatif
sahkan ruu perampaaan aset,0,Netral
enak banget ya ngontrak rumah saja di bayarin sama negara dan negara ambil uang itu dari majaki rakyatnya kalau anggaran itu di alihkan untuk kebijakan lain maka akan bermanfaat bayangkan per orang dapat juta sebulan selama setahun berarti juta lalu juta di kalikan jumlah anggota dpr berapa ratus miliar itu bisa bikin perumahan rakyat yang harganya terjangkau bisa di beli oleh rakyat kecil kayak petani kuli pedagang kaki lima dan lain lain,-3,Negatif
juta kontrak rumah yang kayak istanah kah bos,1,Positif
kalau reses bagaimana pak tunjangan lainnya sampai milyaran kata pak mahfud boleh tahu teknisnya seperti apa kenapa perlu sebanyak itu,-4,Negatif
hspuskan tunjangan pensiun anggota dpr kerja cuma tahu tunjangan pensiun ya seumur hidup,-4,Negatif
mau nipu lagi benar tikus ini hama,-2,Negatif
lah rumah dinas yang selama ini dipakai bagaimana bos mau dibengkalaikan begitu saja,0,Netral
berani transparan tidak ini atau cuma omon doang,-1,Negatif
sudah lagi lah pak wakil rakyat apaan rakyat sengsara berkepanjangan kalian hidup mewah berkepanjangan hapus semua tunjangan cukup gaji juta pensiun di tiadakan ini baru pas untuk kalian di dpr,-6,Negatif
enak sekali kau mengomong pak,-1,Negatif
juta sudah jadi rumah dan tidak perlu kontrak untuk selanjutnya,2,Positif
pintar banget gila,1,Positif
satu komloptan yan saling menutupi benerkan,0,Netral
setiap bulan juta ngontrak,0,Netral
gua nangkepnya tiap bulan juta kalau kos yang bagus bulan paling juta sisanya buat,-2,Negatif
ini wakil ketua dpr serasa ketua ya kwkwkw banyak kali pegang mic dan itu penting penting lagi yang disampaikan beliau,-3,Negatif
perumahan macam apa itu selama tahun juta,-1,Negatif
jangan percaya sama tikus,1,Positif
niat kerja apa niat gawa cok,0,Netral
pak kontrakan kita pertahun juta kita menjerit pak bpk enak kali sebut angka juta bulan tanpa beban,-1,Negatif
xjt tahun kita gajih masih juta masih mkan transportasi belum cicilan,0,Netral
kenapa ayam di ekspor ke singapor pak dasco,0,Netral
kenapa ayam di ekspor ke singapor pak dasco,0,Netral
iganti pejabat lama titipan mulyono,-2,Negatif
habiskan saja uang negara untuk mereka dasco,-1,Negatif
kalau gaji dpr sama pun tidak papa tapi buat kerja yang nyata donggsahkan perampasan aset pagi para koruptor,0,Netral
lah kalau mau sama mending beli ruma ke depannya bisa di pakai terus,0,Netral
anggota dpr orang kayak mana ada yang ngontrak rakyat saja dipajaki pak,-4,Negatif
sebenarnya yang banyak itu uang perjalanan dinas at kunkerwoww,-1,Negatif
pekerja lho jauh bayar kontakan dengan uang gaji sendiri,-1,Negatif
sak senengmu pak sak karepmu terserah anda wis suka suka anda pak ingat indak ada yang nyoblos caleg,-4,Negatif
setiap bulannya juta selama lima tahun,1,Positif
jangan membela pak buka swmua anggaran dprri gaji kalian tunjangan semua pendapatan kalian harus dibuka biar rakyat tau apa yang kalian terima apa yang kalian kerjakan buat rakyat,-7,Negatif
yang memberikan tunjangan itu siapa presiden atas persetujuan dpr itu sendiri ya,-4,Negatif
cari kan kontrakan yang an saja pak,-3,Negatif
beda orang beda pwnjelasanmereka bingung cara ya bagaimana agar alasan mereka di terima di masy,-1,Negatif
seharusnya rumah dinas ya di ambil itu kan di pakai semasa jabatan ya saja dari pada di beri juta lalu rumah dinas yang di diri kan negara nganggur,-2,Negatif
yang perlu ditunjang itu rakyat yang yang berpenghasilan dibwh taraf hidup layak bukan yang sudah layak ditunjang katanya orang pintar titel saja bererot,-7,Negatif
tahun sudah bisa beli rumah,1,Positif
bapakibu dpr anda lagi tidak baikbaik saya,-4,Negatif
batasi saja sebaiknya perbulan juta sudah mewah itu,-1,Negatif
sesama dpr saja beda pernyataan kacau sudah kalian ini,-2,Negatif
waduh waduh itu kegedean kali bulan kita jangan ngitung juta bos kita itung kali berapa bos,-1,Negatif
dia mulu yang ngomongg,-2,Negatif
wow kok tidak ada berita sebelumnya,-2,Negatif
biasanya yang benar itu orang pertama yang bikin viral,-3,Negatif
itu belum yang di korupsi,-3,Negatif
ngeles ubah kebijakan buat menyenangkan rakyat,1,Positif
suruh tidur di wisma atlit itu lo,-1,Negatif
tidak dikasih uang kontrak rumah dpr tidak akan terlantar mereka orang kayak gaji ada tunjangan luar biasa banyak macamnya kok masih dipikirkan uang kontrak juta perbulan,-1,Negatif
juta buat tahu juta bulan juta tidak sih tiap bulan ya buat kontrak rumah,4,Positif
orang ini bisa jadi anggota dewan karena kader gerindra aslinya mah mafia,-4,Negatif
dari umur tahu sampai sekarang umur tahu saya selalu golput,-2,Negatif
yang jelas kami tidak mau tau pak itu semua uang rakyat lebih baik tidak ada dpr hanya bikin masalah saja,-8,Negatif
bubar saja kalian tikus pencuri uang rakyat,-1,Negatif
polin tolong bantu hitung kak,1,Positif
rumah kontrakan apa juta sebulan,1,Positif
asem jtbln kontrak rumah itu uang kontrakan lah berapa gajinya sebulan bisa jtbln,0,Netral
wes tidak usah mbok wakili aku pak daripada rakyat hidup e tambah susah kabeh dipajaki cuma untuk menghidupi kalian yang sudah kayak,-6,Negatif
cari celah nanti setelah oktober ada lagi dalih tunjangan kan mau di rapatkan lagi bagaimana cara menghabiskan uang rakyat dari sini rakyat sudah faham bos,-8,Negatif
kita yang mati cari duit dipajak gede mereka bajingan berdasi hidup enak em dpr kita sudah tidak guna,-2,Negatif
coba yang jelaskan itu bendahara dan sekretaris dewan karena mereka yang mengeluarkan rincian yang didapat anggota dpr contoh banyak bendahara dan sekretaris dewan yang masuk penjara karena korupsi,-13,Negatif
mending dialokasikan buat rakyat tidak mampu ketimbng buat tunjanganan tidak jelas,0,Netral
iya kata bapak kata di alih kan lagi kemana,-3,Negatif
kok tidak sesuai yang disampaikan diawal juta itu sebulan pak tidak usah ditutup tutupi,-3,Negatif
kontrak setahun juta kontrak dimana,1,Positif
nih biang keladi masalah ya sih anjing ini,-2,Negatif
september demonstrasi stop pajak seluruh indonesia,-2,Negatif
dia berbicara seperti ini karena sudah terlanjur ketuk palu artinya uang yang sudah ketuk palu harus keluar dari kas negara,-8,Negatif
lihat wawancara kd penghasilan anggota dpr millar perbln,1,Positif
