normalisasi,Score,Sentiment,tokenize,stopword removal
ia kan katanya mau di naikin,-1,Negatif,"['ia', 'kan', 'katanya', 'mau', 'di', 'naikin']",naikin
juta untuk tahun yaitu juta perbulan tetap kegedean pakkkkk apartemen saja juta perbulan sudah bagus banget,3,Positif,"['juta', 'untuk', 'tahun', 'yaitu', 'juta', 'perbulan', 'tetap', 'kegedean', 'pakkkkk', 'apartemen', 'saja', 'juta', 'perbulan', 'sudah', 'bagus', 'banget']",juta juta perbulan kegedean pakkkkk apartemen juta perbulan bagus
juta bulan bulan untuk selama tahun jumlahnya sebesar juta ro untuk tahun bulan jika dibagi bulan tahun itu bersrti bulannya juta rupuah,-2,Negatif,"['juta', 'bulan', 'bulan', 'untuk', 'selama', 'tahun', 'jumlahnya', 'sebesar', 'juta', 'ro', 'untuk', 'tahun', 'bulan', 'jika', 'dibagi', 'bulan', 'tahun', 'itu', 'bersrti', 'bulannya', 'juta', 'rupuah']",juta juta ro dibagi bersrti bulannya juta rupuah
bisa saja kamu tong,-1,Negatif,"['bisa', 'saja', 'kamu', 'tong']",tong
ini sudah terjadi kaya begini kemren malah pada joged kemarin rakyat masih di namai nitizen di medsos skarag sudah beda nama rakyat jadi rakyat yang nyata salam damai,-3,Negatif,"['ini', 'sudah', 'terjadi', 'kaya', 'begini', 'kemren', 'malah', 'pada', 'joged', 'kemarin', 'rakyat', 'masih', 'di', 'namai', 'nitizen', 'di', 'medsos', 'skarag', 'sudah', 'beda', 'nama', 'rakyat', 'jadi', 'rakyat', 'yang', 'nyata', 'salam', 'damai']",kemren joged kemarin rakyat namai nitizen medsos skarag beda nama rakyat rakyat nyata salam damai
pe jelasan kedua itu kebohongan nutup kebenaran,-1,Negatif,"['pe', 'jelasan', 'kedua', 'itu', 'kebohongan', 'nutup', 'kebenaran']",pe jelasan kebohongan nutup kebenaran
coba saja cek november nanti tetap masih ada tuh juta ya,0,Netral,"['coba', 'saja', 'cek', 'november', 'nanti', 'tetap', 'masih', 'ada', 'tuh', 'juta', 'ya']",coba cek november juta
biaya kontrak juta kontrak rumah tinggal atau kontrak istana raja pertanggungjawabannya,2,Positif,"['biaya', 'kontrak', 'juta', 'kontrak', 'rumah', 'tinggal', 'atau', 'kontrak', 'istana', 'raja', 'pertanggungjawabannya']",biaya kontrak juta kontrak rumah tinggal kontrak istana raja pertanggungjawabannya
jadi cuman dari oktober sampai oktober ya sepanjut ya tidak ada lagi sampai,-1,Negatif,"['jadi', 'cuman', 'dari', 'oktober', 'sampai', 'oktober', 'ya', 'sepanjut', 'ya', 'tidak', 'ada', 'lagi', 'sampai']",cuman oktober oktober sepanjut
karena di demo kalau tidak juga lanjut tikus got semua,-6,Negatif,"['karena', 'di', 'demo', 'kalau', 'tidak', 'juga', 'lanjut', 'tikus', 'got', 'semua']",demo tikus got
blunder tidak tau mana yang benar mana yang tidak,-5,Negatif,"['blunder', 'tidak', 'tau', 'mana', 'yang', 'benar', 'mana', 'yang', 'tidak']",blunder
kenapa tidak bikin rumah dinas saja kayak tni begitu jadi misal sudah tidak menjabat itu rumah masih ada dan dipakai anggota yang baruuu jadi tidak harus selalu kasih uang tunjangan rumah terusssss,-7,Negatif,"['kenapa', 'tidak', 'bikin', 'rumah', 'dinas', 'saja', 'kayak', 'tni', 'begitu', 'jadi', 'misal', 'sudah', 'tidak', 'menjabat', 'itu', 'rumah', 'masih', 'ada', 'dan', 'dipakai', 'anggota', 'yang', 'baruuu', 'jadi', 'tidak', 'harus', 'selalu', 'kasih', 'uang', 'tunjangan', 'rumah', 'terusssss']",bikin rumah dinas tni menjabat rumah dipakai anggota baruuu kasih uang tunjangan rumah terusssss
kok bisa gonta ganti sih,0,Netral,"['kok', 'bisa', 'gonta', 'ganti', 'sih']",gonta ganti
dan kalian percaya,1,Positif,"['dan', 'kalian', 'percaya']",percaya
apapun penjelasanmu rakyat sudah tidak percaya klarifikasimu malah jadi bhan ketawaan sama rakyatmu,1,Positif,"['apapun', 'penjelasanmu', 'rakyat', 'sudah', 'tidak', 'percaya', 'klarifikasimu', 'malah', 'jadi', 'bhan', 'ketawaan', 'sama', 'rakyatmu']",apapun penjelasanmu rakyat percaya klarifikasimu bhan ketawaan rakyatmu
rakyat sudah muak dengan omongan kalian yang berubah ubah seperti cuaca contoh ya angin tidak memiliki ktp,-4,Negatif,"['rakyat', 'sudah', 'muak', 'dengan', 'omongan', 'kalian', 'yang', 'berubah', 'ubah', 'seperti', 'cuaca', 'contoh', 'ya', 'angin', 'tidak', 'memiliki', 'ktp']",rakyat muak omongan berubah ubah cuaca contoh angin memiliki ktp
total juta dong untuk kontrakan selama tahun jadi cari rumah yang juta tahun,1,Positif,"['total', 'juta', 'dong', 'untuk', 'kontrakan', 'selama', 'tahun', 'jadi', 'cari', 'rumah', 'yang', 'juta', 'tahun']",total juta kontrakan cari rumah juta
juta kali juta juta bl jtbln tetap saja masih terlalu besar buruh boro ada tunjangan rumah sudah upahnya kecil harus bayar pajak lagi,-3,Negatif,"['juta', 'kali', 'juta', 'juta', 'bl', 'jtbln', 'tetap', 'saja', 'masih', 'terlalu', 'besar', 'buruh', 'boro', 'ada', 'tunjangan', 'rumah', 'sudah', 'upahnya', 'kecil', 'harus', 'bayar', 'pajak', 'lagi']",juta kali juta juta bl jtbln buruh boro tunjangan rumah upahnya bayar pajak
kebanyakn kontrakan paling mahal juta sebulan ini juta memang mau ngontrak lc,3,Positif,"['kebanyakn', 'kontrakan', 'paling', 'mahal', 'juta', 'sebulan', 'ini', 'juta', 'memang', 'mau', 'ngontrak', 'lc']",kebanyakn kontrakan mahal juta sebulan juta ngontrak lc
sudah benar pakai rumah dinas bisa ngirit anggaran sekarang rumah dinas ya siapa yang pakai,2,Positif,"['sudah', 'benar', 'pakai', 'rumah', 'dinas', 'bisa', 'ngirit', 'anggaran', 'sekarang', 'rumah', 'dinas', 'ya', 'siapa', 'yang', 'pakai']",rumah dinas ngirit anggaran rumah dinas
dikira rakyat pada tidak paham ya,-2,Negatif,"['dikira', 'rakyat', 'pada', 'tidak', 'paham', 'ya']",rakyat paham
iya entar tahun depan ya ada lagi tunjangan perpanjangan perumahan juta perbulan,1,Positif,"['iya', 'entar', 'tahun', 'depan', 'ya', 'ada', 'lagi', 'tunjangan', 'perpanjangan', 'perumahan', 'juta', 'perbulan']",entar tunjangan perpanjangan perumahan juta perbulan
mulut politisi itu bagaikan kedelai di masak pagi kedelai malam sudah jadi tempepretttt,-3,Negatif,"['mulut', 'politisi', 'itu', 'bagaikan', 'kedelai', 'di', 'masak', 'pagi', 'kedelai', 'malam', 'sudah', 'jadi', 'tempepretttt']",mulut politisi kedelai masak pagi kedelai malam tempepretttt
gaju ya cukup juta sajajgn ada lain tidak ada pensiun seumur hidupenak benar kerja tahun pensiun seumur hidup,-2,Negatif,"['gaju', 'ya', 'cukup', 'juta', 'sajajgn', 'ada', 'lain', 'tidak', 'ada', 'pensiun', 'seumur', 'hidupenak', 'benar', 'kerja', 'tahun', 'pensiun', 'seumur', 'hidup']",gaju juta sajajgn pensiun seumur hidupenak kerja pensiun seumur hidup
artinya secara langsung dpr dibelikan rumah berkedok tunjangan rumah sementara rakyat untuk makan saja susah,-1,Negatif,"['artinya', 'secara', 'langsung', 'dpr', 'dibelikan', 'rumah', 'berkedok', 'tunjangan', 'rumah', 'sementara', 'rakyat', 'untuk', 'makan', 'saja', 'susah']",langsung dpr dibelikan rumah berkedok tunjangan rumah rakyat makan susah
juta pertahun buat beli rumah sudah spek yang bagus di perum yang tahun bisa buat foya nanti tua masih dapat pensiunan merdeka,0,Netral,"['juta', 'pertahun', 'buat', 'beli', 'rumah', 'sudah', 'spek', 'yang', 'bagus', 'di', 'perum', 'yang', 'tahun', 'bisa', 'buat', 'foya', 'nanti', 'tua', 'masih', 'dapat', 'pensiunan', 'merdeka']",juta pertahun beli rumah spek bagus perum foya tua pensiunan merdeka
simpang siurpasha ungu bilang juta per tahun,0,Netral,"['simpang', 'siurpasha', 'ungu', 'bilang', 'juta', 'per', 'tahun']",simpang siurpasha ungu bilang juta
cari alasan cari pembelaan kenapa tidak kemarin mengomong begitu kalau sudah ricuh rusuh baru mengomong cari pembelaan,-5,Negatif,"['cari', 'alasan', 'cari', 'pembelaan', 'kenapa', 'tidak', 'kemarin', 'mengomong', 'begitu', 'kalau', 'sudah', 'ricuh', 'rusuh', 'baru', 'mengomong', 'cari', 'pembelaan']",cari alasan cari pembelaan kemarin mengomong ricuh rusuh mengomong cari pembelaan
akan terjadi ngakal ngakali kalau begitu nanti pak,-1,Negatif,"['akan', 'terjadi', 'ngakal', 'ngakali', 'kalau', 'begitu', 'nanti', 'pak']",ngakal ngakali
jangan bohongin rakyat ingat mati pak,-1,Negatif,"['jangan', 'bohongin', 'rakyat', 'ingat', 'mati', 'pak']",bohongin rakyat mati
dpr cuma bahas tunjangan doang tak bisa bahas rakyatnya yang miskin kah,-2,Negatif,"['dpr', 'cuma', 'bahas', 'tunjangan', 'doang', 'tak', 'bisa', 'bahas', 'rakyatnya', 'yang', 'miskin', 'kah']",dpr bahas tunjangan bahas rakyatnya miskin kah
miskin amat dpr sampai ngontrak,0,Netral,"['miskin', 'amat', 'dpr', 'sampai', 'ngontrak']",miskin dpr ngontrak
tidak dengan itu masih banyak lagi tunjungan lainnya coba saja tonton video krisdayanti selaku anggt dpr yang sudah mengakui semua berbagi macam tunjangan dan fasilitas yang diperoleh dpr sampai beratusratus juta,-7,Negatif,"['tidak', 'dengan', 'itu', 'masih', 'banyak', 'lagi', 'tunjungan', 'lainnya', 'coba', 'saja', 'tonton', 'video', 'krisdayanti', 'selaku', 'anggt', 'dpr', 'yang', 'sudah', 'mengakui', 'semua', 'berbagi', 'macam', 'tunjangan', 'dan', 'fasilitas', 'yang', 'diperoleh', 'dpr', 'sampai', 'beratusratus', 'juta']",tunjungan coba tonton video krisdayanti anggt dpr mengakui berbagi tunjangan fasilitas diperoleh dpr beratusratus juta
sudah gila penghasilan dprrakyat mau potong semua penghasilan dpr,-2,Negatif,"['sudah', 'gila', 'penghasilan', 'dprrakyat', 'mau', 'potong', 'semua', 'penghasilan', 'dpr']",penghasilan dprrakyat potong penghasilan dpr
hapus semua tunjangan ya gaji saja samain sama rakyat umr rakyat saja kalau naik umr cuma dikit tidak sampai puluhan juta,-5,Negatif,"['hapus', 'semua', 'tunjangan', 'ya', 'gaji', 'saja', 'samain', 'sama', 'rakyat', 'umr', 'rakyat', 'saja', 'kalau', 'naik', 'umr', 'cuma', 'dikit', 'tidak', 'sampai', 'puluhan', 'juta']",hapus tunjangan gaji samain rakyat umr rakyat umr dikit puluhan juta
yang kayak makin kayak yang miskin makin miskin,-4,Negatif,"['yang', 'kayak', 'makin', 'kayak', 'yang', 'miskin', 'makin', 'miskin']",miskin miskin
hilangkan saja berbagai tunjangan dpr meresahkan,-2,Negatif,"['hilangkan', 'saja', 'berbagai', 'tunjangan', 'dpr', 'meresahkan']",hilangkan tunjangan dpr meresahkan
kenapa harus cari kontrakan yang mahal sih cari saja kontrakan yang harganya juta saja sebulannya toh dpr kerjanya juga tidak jelas cuma joget saja tuh,-8,Negatif,"['kenapa', 'harus', 'cari', 'kontrakan', 'yang', 'mahal', 'sih', 'cari', 'saja', 'kontrakan', 'yang', 'harganya', 'juta', 'saja', 'sebulannya', 'toh', 'dpr', 'kerjanya', 'juga', 'tidak', 'jelas', 'cuma', 'joget', 'saja', 'tuh']",cari kontrakan mahal cari kontrakan harganya juta sebulannya dpr kerjanya joget
tahun juta,1,Positif,"['tahun', 'juta']",juta
rakyat sudah tidak percaya lagi pakpenjelasan bedakami tidak mau di bodohiningat pertanggungjawaban anda nanti di akhirat pengadilan allah berlaku,-3,Negatif,"['rakyat', 'sudah', 'tidak', 'percaya', 'lagi', 'pakpenjelasan', 'bedakami', 'tidak', 'mau', 'di', 'bodohiningat', 'pertanggungjawaban', 'anda', 'nanti', 'di', 'akhirat', 'pengadilan', 'allah', 'berlaku']",rakyat percaya pakpenjelasan bedakami bodohiningat pertanggungjawaban akhirat pengadilan allah berlaku
mengapai ngontrak kan kays kayak masa harus dibiaya ini rakyat,-2,Negatif,"['mengapai', 'ngontrak', 'kan', 'kays', 'kayak', 'masa', 'harus', 'dibiaya', 'ini', 'rakyat']",mengapai ngontrak kays dibiaya rakyat
kalau tidak rame kemarin mungkin sampai oktober,-3,Negatif,"['kalau', 'tidak', 'rame', 'kemarin', 'mungkin', 'sampai', 'oktober']",rame kemarin oktober
tidak ada yang jujur cuma anak lulus dari sekolah yang jujur kalau dari partai nol kejujuran,-7,Negatif,"['tidak', 'ada', 'yang', 'jujur', 'cuma', 'anak', 'lulus', 'dari', 'sekolah', 'yang', 'jujur', 'kalau', 'dari', 'partai', 'nol', 'kejujuran']",jujur anak lulus sekolah jujur partai nol kejujuran
nanti ada yang bicara beda lagi,-4,Negatif,"['nanti', 'ada', 'yang', 'bicara', 'beda', 'lagi']",bicara beda
tidak ada yang bisa di percaya bentar ini bentar itu,-2,Negatif,"['tidak', 'ada', 'yang', 'bisa', 'di', 'percaya', 'bentar', 'ini', 'bentar', 'itu']",percaya bentar bentar
mau itu sampai oktober kayak pokok e di hapus saja tunjangan yang tidak sejalan dengan rakyat bapak yang terhormatkan sudah pada kayak samakan semua gaji dan tunjangan layaknya seperti asnpegawai pemerintahan pada umumnya,-14,Negatif,"['mau', 'itu', 'sampai', 'oktober', 'kayak', 'pokok', 'e', 'di', 'hapus', 'saja', 'tunjangan', 'yang', 'tidak', 'sejalan', 'dengan', 'rakyat', 'bapak', 'yang', 'terhormatkan', 'sudah', 'pada', 'kayak', 'samakan', 'semua', 'gaji', 'dan', 'tunjangan', 'layaknya', 'seperti', 'asnpegawai', 'pemerintahan', 'pada', 'umumnya']",oktober pokok e hapus tunjangan sejalan rakyat terhormatkan samakan gaji tunjangan layaknya asnpegawai pemerintahan
berat betul beban negara,-1,Negatif,"['berat', 'betul', 'beban', 'negara']",berat beban negara
kalau di kasih rumah ya tidak bisa memperbanyak aset mereka sudah punya rumah sendiri kalau dpat mentah kan enak lumayan bisa beli lagi,-1,Negatif,"['kalau', 'di', 'kasih', 'rumah', 'ya', 'tidak', 'bisa', 'memperbanyak', 'aset', 'mereka', 'sudah', 'punya', 'rumah', 'sendiri', 'kalau', 'dpat', 'mentah', 'kan', 'enak', 'lumayan', 'bisa', 'beli', 'lagi']",kasih rumah memperbanyak aset rumah dpat mentah enak lumayan beli
ini semua terjadi karena kalian semua anggota dpr mau naik atau tidak bodo amat kalian tuh wakil rakyat wakil kami kalian tau tidak keadaan rakyat dibawah sulit mencari kerja sembako mahal gaji murah pelayanan kesehatan rendah terhadap pasien yang menggunakan bpjs gratis biaya pendidikan mahal terus kalian ribut anggaran terus kalian ini keenakan digedung dpr dingin kursinya mpuk anggaran naik sampai kalian lupa dengan rakyat orang yang memberi kepercayaan kepada kalian untuk menyuarakan aspirasi rakyat sekarang kalian turun karena tidak berguna bagi rakyat bukannya kehidupan rakyat semakin baik ini malah semakin buruk saya meminta kalian turun berhenti jadi wakil rakyat karena tidak ada gunanya,-5,Negatif,"['ini', 'semua', 'terjadi', 'karena', 'kalian', 'semua', 'anggota', 'dpr', 'mau', 'naik', 'atau', 'tidak', 'bodo', 'amat', 'kalian', 'tuh', 'wakil', 'rakyat', 'wakil', 'kami', 'kalian', 'tau', 'tidak', 'keadaan', 'rakyat', 'dibawah', 'sulit', 'mencari', 'kerja', 'sembako', 'mahal', 'gaji', 'murah', 'pelayanan', 'kesehatan', 'rendah', 'terhadap', 'pasien', 'yang', 'menggunakan', 'bpjs', 'gratis', 'biaya', 'pendidikan', 'mahal', 'terus', 'kalian', 'ribut', 'anggaran', 'terus', 'kalian', 'ini', 'keenakan', 'digedung', 'dpr', 'dingin', 'kursinya', 'mpuk', 'anggaran', 'naik', 'sampai', 'kalian', 'lupa', 'dengan', 'rakyat', 'orang', 'yang', 'memberi', 'kepercayaan', 'kepada', 'kalian', 'untuk', 'menyuarakan', 'aspirasi', 'rakyat', 'sekarang', 'kalian', 'turun', 'karena', 'tidak', 'berguna', 'bagi', 'rakyat', 'bukannya', 'kehidupan', 'rakyat', 'semakin', 'baik', 'ini', 'malah', 'semakin', 'buruk', 'saya', 'meminta', 'kalian', 'turun', 'berhenti', 'jadi', 'wakil', 'rakyat', 'karena', 'tidak', 'ada', 'gunanya']",anggota dpr bodo wakil rakyat wakil rakyat dibawah sulit mencari kerja sembako mahal gaji murah pelayanan kesehatan rendah pasien bpjs gratis biaya pendidikan mahal ribut anggaran keenakan digedung dpr dingin kursinya mpuk anggaran lupa rakyat orang kepercayaan menyuarakan aspirasi rakyat turun berguna rakyat kehidupan rakyat buruk turun berhenti wakil rakyat gunanya
karyawan spbu gaji mungkin umr tapi sanggup sewa rumah saya bayar dengan gajinya sendiri masa dpr tahun sewa rumah dibayarin negara lah gaji tunjangannya saja selangit sakit banget,0,Netral,"['karyawan', 'spbu', 'gaji', 'mungkin', 'umr', 'tapi', 'sanggup', 'sewa', 'rumah', 'saya', 'bayar', 'dengan', 'gajinya', 'sendiri', 'masa', 'dpr', 'tahun', 'sewa', 'rumah', 'dibayarin', 'negara', 'lah', 'gaji', 'tunjangannya', 'saja', 'selangit', 'sakit', 'banget']",karyawan spbu gaji umr sanggup sewa rumah bayar gajinya dpr sewa rumah dibayarin negara gaji tunjangannya selangit sakit
menurut saya lebih baik anggota dpr orang yang benar punya otak daripada orang tapi tidak punya otak dpr adalah pengabdian bukan tempat mencari kekayaan,-2,Negatif,"['menurut', 'saya', 'lebih', 'baik', 'anggota', 'dpr', 'orang', 'yang', 'benar', 'punya', 'otak', 'daripada', 'orang', 'tapi', 'tidak', 'punya', 'otak', 'dpr', 'adalah', 'pengabdian', 'bukan', 'tempat', 'mencari', 'kekayaan']",anggota dpr orang otak orang otak dpr pengabdian mencari kekayaan
saya lebih percaya mengomong dengan tembok,0,Netral,"['saya', 'lebih', 'percaya', 'mengomong', 'dengan', 'tembok']",percaya mengomong tembok
memang awal ya aturan ya begitu bosini karena di demo saja kali,-1,Negatif,"['memang', 'awal', 'ya', 'aturan', 'ya', 'begitu', 'bosini', 'karena', 'di', 'demo', 'saja', 'kali']",aturan bosini demo kali
sudah tidak percaya lagi nama ya dpr,0,Netral,"['sudah', 'tidak', 'percaya', 'lagi', 'nama', 'ya', 'dpr']",percaya nama dpr
pakar ekspresi coba baca ekspresi bapak ini,-1,Negatif,"['pakar', 'ekspresi', 'coba', 'baca', 'ekspresi', 'bapak', 'ini']",pakar ekspresi coba baca ekspresi
bubar saja rayap negara,-1,Negatif,"['bubar', 'saja', 'rayap', 'negara']",bubar rayap negara
sebaiknya tunjangan itu di hapus di ganti saja ke juta perbulan gaji bersinya tidak pakai tunjangan ini itu baru adil,-6,Negatif,"['sebaiknya', 'tunjangan', 'itu', 'di', 'hapus', 'di', 'ganti', 'saja', 'ke', 'juta', 'perbulan', 'gaji', 'bersinya', 'tidak', 'pakai', 'tunjangan', 'ini', 'itu', 'baru', 'adil']",tunjangan hapus ganti juta perbulan gaji bersinya tunjangan adil
miris sudah mendengarkan penjelasannya eeeek,-1,Negatif,"['miris', 'sudah', 'mendengarkan', 'penjelasannya', 'eeeek']",miris mendengarkan penjelasannya eeeek
berbelit belititu cari aman mereka,-1,Negatif,"['berbelit', 'belititu', 'cari', 'aman', 'mereka']",berbelit belititu cari aman
enak kali makan uang rakyatt yahhhhhhh kami asik melarat ajaaaaaa,0,Netral,"['enak', 'kali', 'makan', 'uang', 'rakyatt', 'yahhhhhhh', 'kami', 'asik', 'melarat', 'ajaaaaaa']",enak kali makan uang rakyatt yahhhhhhh asik melarat ajaaaaaa
bicara kelimpungan sulit di pahami setahun tiap bulannya juta artinya kali juta setahun dalam kondisi keuangan negara defisit i,2,Positif,"['bicara', 'kelimpungan', 'sulit', 'di', 'pahami', 'setahun', 'tiap', 'bulannya', 'juta', 'artinya', 'kali', 'juta', 'setahun', 'dalam', 'kondisi', 'keuangan', 'negara', 'defisit', 'i']",bicara kelimpungan sulit pahami setahun bulannya juta kali juta setahun kondisi keuangan negara defisit i
aura tukang ngibul kuat banget,0,Netral,"['aura', 'tukang', 'ngibul', 'kuat', 'banget']",aura tukang ngibul kuat
permintaan rakyat paak tidak usah ada tunjangan blahblah ekonomi rakyat lagi tidak baik bos,-4,Negatif,"['permintaan', 'rakyat', 'paak', 'tidak', 'usah', 'ada', 'tunjangan', 'blahblah', 'ekonomi', 'rakyat', 'lagi', 'tidak', 'baik', 'bos']",permintaan rakyat paak tunjangan blahblah ekonomi rakyat
pov bunda corla sudah lah muakkk aku,0,Netral,"['pov', 'bunda', 'corla', 'sudah', 'lah', 'muakkk', 'aku']",pov bunda corla muakkk
kau lihat video krisdayantoi indak woee,1,Positif,"['kau', 'lihat', 'video', 'krisdayantoi', 'indak', 'woee']",kau lihat video krisdayantoi indak woee
mereka sudah kayak raya buat apa dikasi juta lagi untuk ngontrak rumah perbulan lagi mending uangnya untuk mbangun asrama tni polri yang banyak dari mereka tak dapat rumah,-1,Negatif,"['mereka', 'sudah', 'kayak', 'raya', 'buat', 'apa', 'dikasi', 'juta', 'lagi', 'untuk', 'ngontrak', 'rumah', 'perbulan', 'lagi', 'mending', 'uangnya', 'untuk', 'mbangun', 'asrama', 'tni', 'polri', 'yang', 'banyak', 'dari', 'mereka', 'tak', 'dapat', 'rumah']",raya dikasi juta ngontrak rumah perbulan mending uangnya mbangun asrama tni polri rumah
sorot matanya tidak bisa di bohong ngi kalau semua kata modus rakyat bukan anak tak yang bisa mudah di kibulin,-10,Negatif,"['sorot', 'matanya', 'tidak', 'bisa', 'di', 'bohong', 'ngi', 'kalau', 'semua', 'kata', 'modus', 'rakyat', 'bukan', 'anak', 'tak', 'yang', 'bisa', 'mudah', 'di', 'kibulin']",sorot matanya bohong ngi modus rakyat anak mudah kibulin
ini nih salahnya sudah terjadi baru transparan kenapa dari awal tidak transparan coba,1,Positif,"['ini', 'nih', 'salahnya', 'sudah', 'terjadi', 'baru', 'transparan', 'kenapa', 'dari', 'awal', 'tidak', 'transparan', 'coba']",salahnya transparan transparan coba
kayak soir bajaj pintar ngeles nanti lain lagi bukan tunjangan bahasanya bubarkan dpr kata gusdur almarhum dpr itu taman kanak kanak,-8,Negatif,"['kayak', 'soir', 'bajaj', 'pintar', 'ngeles', 'nanti', 'lain', 'lagi', 'bukan', 'tunjangan', 'bahasanya', 'bubarkan', 'dpr', 'kata', 'gusdur', 'almarhum', 'dpr', 'itu', 'taman', 'kanak', 'kanak']",soir bajaj pintar ngeles tunjangan bahasanya bubarkan dpr gusdur almarhum dpr taman kanak kanak
beli sendiri napaaaa meminta banget di tunjang ish,1,Positif,"['beli', 'sendiri', 'napaaaa', 'meminta', 'banget', 'di', 'tunjang', 'ish']",beli napaaaa tunjang ish
jossssss sebulan juta rumah mewah,2,Positif,"['jossssss', 'sebulan', 'juta', 'rumah', 'mewah']",jossssss sebulan juta rumah mewah
samain saja gajian sama buruh pabrikga ada tunjangan tunjanganmasi banyak yang mau,-2,Negatif,"['samain', 'saja', 'gajian', 'sama', 'buruh', 'pabrikga', 'ada', 'tunjangan', 'tunjanganmasi', 'banyak', 'yang', 'mau']",samain gajian buruh pabrikga tunjangan tunjanganmasi
masih ngontrak saja rumah dprparahemnag gbaada perumahan dpr milik negarakacau,1,Positif,"['masih', 'ngontrak', 'saja', 'rumah', 'dprparahemnag', 'gbaada', 'perumahan', 'dpr', 'milik', 'negarakacau']",ngontrak rumah dprparahemnag gbaada perumahan dpr milik negarakacau
berarti sejak presiden baru,2,Positif,"['berarti', 'sejak', 'presiden', 'baru']",presiden
juta untuk tahun tetap gede pak,2,Positif,"['juta', 'untuk', 'tahun', 'tetap', 'gede', 'pak']",juta gede
maling mana mau mengaku,0,Netral,"['maling', 'mana', 'mau', 'mengaku']",maling mengaku
mana bukti sknya pak,-1,Negatif,"['mana', 'bukti', 'sknya', 'pak']",bukti sknya
pokoknya harus dapat walau setahun lumayan lah walau tidak jadi lima tahun,-5,Negatif,"['pokoknya', 'harus', 'dapat', 'walau', 'setahun', 'lumayan', 'lah', 'walau', 'tidak', 'jadi', 'lima', 'tahun']",pokoknya setahun lumayan
ajirrr ngibulnya tidak ngotak,-1,Negatif,"['ajirrr', 'ngibulnya', 'tidak', 'ngotak']",ajirrr ngibulnya ngotak
sehari juta setahun juta mantab kamu ngontrak dimana sehari,2,Positif,"['sehari', 'juta', 'setahun', 'juta', 'mantab', 'kamu', 'ngontrak', 'dimana', 'sehari']",sehari juta setahun juta mantab ngontrak dimana sehari
intinya kamu semua kalau tidak bisa pangkas semua gaji sama tunjangan kamu semua bubar ngabisin uang negara saja kamu,-6,Negatif,"['intinya', 'kamu', 'semua', 'kalau', 'tidak', 'bisa', 'pangkas', 'semua', 'gaji', 'sama', 'tunjangan', 'kamu', 'semua', 'bubar', 'ngabisin', 'uang', 'negara', 'saja', 'kamu']",intinya pangkas gaji tunjangan bubar ngabisin uang negara
kurang pak tambah i jadi rp blnbiar menambah bangkrut negara iniwkwkwkw,0,Netral,"['kurang', 'pak', 'tambah', 'i', 'jadi', 'rp', 'blnbiar', 'menambah', 'bangkrut', 'negara', 'iniwkwkwkw']",i rp blnbiar menambah bangkrut negara iniwkwkwkw
orang kayak begini kok parlemen tertinggi di indonesia,-2,Negatif,"['orang', 'kayak', 'begini', 'kok', 'parlemen', 'tertinggi', 'di', 'indonesia']",orang parlemen tertinggi indonesia
dpr tidak keluar sengaja taktik buat alasan pindah ikn secepatnya,-1,Negatif,"['dpr', 'tidak', 'keluar', 'sengaja', 'taktik', 'buat', 'alasan', 'pindah', 'ikn', 'secepatnya']",dpr sengaja taktik alasan pindah ikn secepatnya
enakkanggota rakyat sipil dapat apa,-1,Negatif,"['enakkanggota', 'rakyat', 'sipil', 'dapat', 'apa']",enakkanggota rakyat sipil
micky mouse ta kii,-1,Negatif,"['micky', 'mouse', 'ta', 'kii']",micky mouse ta kii
coba ingat ada lagi loh pak atau saya puter lagi vidio kd,-3,Negatif,"['coba', 'ingat', 'ada', 'lagi', 'loh', 'pak', 'atau', 'saya', 'puter', 'lagi', 'vidio', 'kd']",coba puter vidio kd
itu pakai duit rakyat booooosssss,-1,Negatif,"['itu', 'pakai', 'duit', 'rakyat', 'booooosssss']",duit rakyat booooosssss
kalau tidak ada demo bakalan lanjut sampai tahun lah,-3,Negatif,"['kalau', 'tidak', 'ada', 'demo', 'bakalan', 'lanjut', 'sampai', 'tahun', 'lah']",demo
perbulan juta itu uang dari mana pajakin rakyat,-1,Negatif,"['perbulan', 'juta', 'itu', 'uang', 'dari', 'mana', 'pajakin', 'rakyat']",perbulan juta uang pajakin rakyat
sudah di hapus semua itu embelcukup gaji pokokbaja,-3,Negatif,"['sudah', 'di', 'hapus', 'semua', 'itu', 'embelcukup', 'gaji', 'pokokbaja']",hapus embelcukup gaji pokokbaja
inilah satu yang perlu diturun kan,0,Netral,"['inilah', 'satu', 'yang', 'perlu', 'diturun', 'kan']",diturun
lebih dari gajih pokok,-1,Negatif,"['lebih', 'dari', 'gajih', 'pokok']",gajih pokok
suka kau lah indonesia kan punya kau,1,Positif,"['suka', 'kau', 'lah', 'indonesia', 'kan', 'punya', 'kau']",suka kau indonesia kau
mana percaya omongan anda,-1,Negatif,"['mana', 'percaya', 'omongan', 'anda']",percaya omongan
ngontrak petakan saja gaya amat,0,Netral,"['ngontrak', 'petakan', 'saja', 'gaya', 'amat']",ngontrak petakan gaya
mereka itu rata sudah punya rumah dan rata sudah kayak semua,-1,Negatif,"['mereka', 'itu', 'rata', 'sudah', 'punya', 'rumah', 'dan', 'rata', 'sudah', 'kayak', 'semua']",rumah
