normalisasi,Score,Sentiment
kau ini dimana ada,0,Netral
dapat beras kontener cukup buat makan rt sebulan,0,Netral
nama muh tidak sesuai ke perilaku muh kwan orang sudahh kerja di meminta ini pajak malah pejabat nya naik gaji kamu tidak mengerti kamu masih anak nak,0,Netral
alasan begini kan sudah ketahuan rakyat seandainya tidak ketahuan tetap selalu joget,-4,Negatif
lah rencananya memang begitu mari kita cekik rakyat kasih pajak mahal,0,Netral
wkwkwk tidak kasihan sama rakyatnya,1,Positif
huuuuuuuuuuuuuuuu rinduu buangett abang sama akaun ya adekk yang ini,1,Positif
intinya tahu kerja tunjangan rumah juta dan per bulan tunjangannya juta,0,Netral
menutupi kesalhansudh jelas salh mau semgunyiin sampai di mana,0,Netral
enak banget lo pada sumpah aku tidak ikhlassss,-1,Negatif
jahanammm gasi benalu negara,0,Netral
spontan bilang hah kasihan,1,Positif
tunjangan transport bensin dari juta naik jadi juta tapi kok bilang naik ya dikit lontong naik itu lontong,2,Positif
kalau cuma kerja mikir gua juga bisa bangsolusinya kagak ada ya percuma,-2,Negatif
ini bapak berapa keluarganya ya masa uang beras lu karung bagamanacara dia makan ya,1,Positif
bujang kau itu sudah dapat tunjangan hotel juta per hari masih meminta tunjangan rumah juta sebulan kurang enak apa hidupmu bujang,2,Positif
wajar wanita memang suka blon,0,Netral
aku saja belum gajian gajian bulan sekali,-3,Negatif
sebaiknya kalian brifing dulu deh karena tiap orang beda penjelasan,-1,Negatif
sewa rumah tahun juta sebenarnya masih wajar untuk sewa rumah di jakarta makanya harus ya dari awal yang jelaskan cerdas dan jelas,2,Positif
gaji rakyat umr ump juta pak perbulan baru adil,1,Positif
kaya makin sama pupuk terus gabahnya di kunyah kakkita mau makin beli beras seliter saja perjuangan setengah matiini juta cuma katanya,1,Positif
serius aku tanya fungsi dpr sebenarnya apa apa semua orang hidup tanpa dpr jika dilihat dari video diatas sangat jelas beda dengan yang dirasakan oleh rakyat kenapa tidak sedikit rakyat yang masih kelaparan dan kesusahan di luar sana bahkan yang sudah lansia banyak yang masih mencari nafkah diluar sana demi sesuap nasi,-11,Negatif
juta juta juta juta kontra rumah hitunglah paling mewah juta dan juta lagi buat air dan listrik bagaimana ya masih bisa di kurangi sih menurutku,7,Positif
mewah bosbuat makan orang rt,0,Netral
kerja cuma tahun meminta naikin penghasilan salut sama guru kerja sampai pensiun usia tahun masih ada gaji ribu,3,Positif
rakyat bansos ribu wakil rakyat ya tunjangan beras cuman juta sudah sakit memang negara ini,0,Netral
sudah simple saja kalau ada pemilu jangan ada yang memilih kosongkan pemilu,-3,Negatif
rakyat banyak yang sensara,-1,Negatif
uturn corner lipat power,0,Netral
turunin dari kursi yuk aku juga kasihan lihat mereka jadi dpr,1,Positif
mereka ada ribuan pakai profil yang sama,0,Netral
kan kantor dpr di jakarta pusat kan anggota dpr dari semua wilayah provinsi atau dapil,-2,Negatif
pengluarannya lebih besar bang,1,Positif
harga beras juta per kg mungkin beli berasnya dari eropa lalu keliling dunia baru sampai indonesia,1,Positif
berjuang buat rakyat yang manaliat rakyat paling bawah beras kg ya belm buat lauk yang lainnya,1,Positif
memang kamu prsiden ta kamu kan rakyat slma ini kamu byr pajak buat gaji mereka mbak brow behhh,-1,Negatif
makan enak diatas penderiataan rakyat,0,Netral
ngontrak juta perbulan itu wakil rakyat sedangkan rakyat ya buat makan saja susah no buat dpr,1,Positif
beras di oplos dengan emas,0,Netral
dipikir bpk ini sedikit juta bagi mereka tapi bagi rakyat uang itu sangat lah berarti,0,Netral
dan kurang transparan tentang anggaran,0,Netral
mending bubarkan saja dpr tidak usah ada dpr enak banget malahan rakyat kecil yang makin tertindas,-4,Negatif
sebegitu pentingnya ya dpr sampai gaji ya gede okelah kalau begitu jangan lihat kebawah rakyat juga baik saja tidak ada yang kekurangan semuanya makmur rakyat konoha,-3,Negatif
yang kerudung merah girang banget,1,Positif
dan kata menkeu gaji pns beban uang beras pns saja cuma ribu sebulan maksimal orang yang ditanggung cuma ribu kesenjangan sosial banget,-4,Negatif
ringan banget mulutnya bilang cuma jtbulan,0,Netral
menangis banget gue disaat gue putar otak sebulan beras kg harus cukup buat ber eh dpr tunjangan beras juta,-1,Negatif
jangan percaya sama omongan maling,0,Netral
tidak ada muka bersyukur nya kayak ya,0,Netral
berarti sudah jalan setahun kecolongan kita,1,Positif
miris ya sudah pajak tidak bayar,-2,Negatif
kau ini antu banyu ado dmno,0,Netral
bapaknya belum dewasa tuhapa apa di tanggung negarakaya bocil saja,-2,Negatif
beda beda penjelasan hemmm sudah diungkap bapak kecuali bisa tunjukkan rincian dipa ya masak di naik juta perhari kali hari jadi juta maaf ya pak tidak seperti itu,1,Positif
datang setor muka duduk tidur terus pulang kerumah,-1,Negatif
lo kok muncul di era pdi kalah,-1,Negatif
jadi nanti ya rumah itu jadi milik siapa pak,1,Positif
apa sih kinerja mereka buat rakyat,0,Netral
mau buka toko sembako mas,0,Netral
beras juta buat ngubur dia,1,Positif
ribu di rapel bulan ya bu,0,Netral
oi mahkota kamu pakai dulu king,0,Netral
umr kita juga lemah sedih banget ternyata kita belum merdeka,0,Netral
satwa ini ada di mana,0,Netral
tapi guru yang di bilang beban negara,-1,Negatif
kerja keras apa tunjukkan bukti kerja keras dpr,0,Netral
dijakarta masih banyak gaji juta sembulan pak sebulan ini cuma juta buat beras,2,Positif
lah terus pungsi dpr buat rakyat apa,0,Netral
juta perbulan jadinya selama tahunlumayan juga ya,2,Positif
kenapa pihak sekretariatan dpr tidak di ikut sertakan mrmberi penjelasan dan ditunjukan ke publik surat keputusan persoalan ini,-2,Negatif
tidak percaya kalau tidak didemo mah tetap lanjut juta sampai,0,Netral
anggota dewan tidak punya rumah,-1,Negatif
harus ya tidak ada tunjangan lagi untuk rmhrata anggota dpr banyakan punya rumah dijakarta tolong pak pajak pejabat dpr dlllbh baik jangan di tanggung negara biar sama kayak rakyat saja pada bayar sendiri,-9,Negatif
tidur sama menonton video kak,1,Positif
masya alloooooh ngeri ya mereka juga tau kalau harga pokok naik tapiiii kita di bawah,0,Netral
kenapa ayam di ekspor ke singapor pak dasco,0,Netral
mungkin sehari habis sekarung dia kalau makan,-3,Negatif
muncul lagi kuyang,-1,Negatif
anggota dpr memang tidak punya rumah,0,Netral
ya rakyat gaji belum bayar rumah bayar sekolh ada makan ada tidak,1,Positif
bisa buat beli kpr itu di jakarta,0,Netral
wow ini tidak beban negara ya masa guru gaji ribu yang sering macet jadi beban negara miriss ya,0,Netral
banget kasihan banget pahlawan negara ini harusnya naikx lipat baru sesuai,3,Positif
kalau sudah punya rumah buat apa dikasih uang ngontrak pak sayang uangnya mening buat rakyat beli beras,3,Positif
cuman beras juta tuh berapa kilo coba serius habis dimakan sebulan,-1,Negatif
dpr foya uang rakyat tidak peka pengkianat rakyat,0,Netral
masak kita percaya sama tikus,2,Positif
sakit hati ya allah lihat dpr di republik ini orang cpek kerja susah untuk cari makan malah mereka seenak ya naikin gaji parah,0,Netral
kalau mewakili rakyat bisa juga merakyat sewa yang murah banyak kenapa harus juta per bulan di lihat jelas dong ada tunjangan tlpon sbsar juta per bulan memang wakil rakyat sbrpa banyak pakai kuota internet tunjangan beras juta yang di makin apa berlian atau emas tunjangan kehormatan woooeeee yang harus di hormati rakyat karena mereka makin dan di gaji rakyat,-8,Negatif
pertama kalau dari oktober oktober jatohnya setahun lebih sebulan bukan setahun pas kedua kalau pemerintah niat nyicil ya sudah tinggal perbulan saja mengasih ke dpr ya juta perbulan itu jadi efisiensi kemungkinan ini klarifikasi hanya untuk menenangkan rakyat kenyataannya entahlah hanya tuhan pemerintah dan dpr yang tau,-7,Negatif
bapak nih gomong apa berputar di juta,0,Netral
juta uang beras dpr starah penghasilan kita buln waduh tak beres ini,1,Positif
gue sudah tidak percaya sama dpr,1,Positif
kan itu tiap blnnya belum kalau ada proyek besar,-2,Negatif
kontrak rumah selama tahun juta sewa rumah apa sewa apartemen dasar pemeras rakyat kalian,2,Positif
tidak ada empati banget ya mereka ke rakyat sendiri,0,Netral
kenapa tidak dbkinin rumah susun untuk anggota dpr,-1,Negatif
yohaenes betul mau jadi anggota dewan habis milyaran,-2,Negatif
kamu orang mana bang,0,Netral
pertanggung jawabkan diakhirat ya para dewan,1,Positif
kerja buat bangsa apanya kerja membuat menderita rakyat,2,Positif
ngontrak bulan apa bos sampai harganye juta,0,Netral
sekarang alasanya ai pintar ya,1,Positif
bisa beli rumah,1,Positif
berarti juta buat beli rumah selama tahun,4,Positif
sesuai janji pak prabowo akan memperkaya pejabatnya silakan kalian nikmati pilihan kalian,4,Positif
dpr serakah uang rakyat di jarah kemaruk,-1,Negatif
masih bisa dipercaya kah,0,Netral
saking tidak terbuka ya anggaran di dpr ri jadi beda pernyataan ya tiap dewan karena dpr mikirnya rakyat tolol bisa di bodoin,-3,Negatif
ini lah dalang yang membuat perancangan aturan didpr,0,Netral
buat gundiknya kan harus di kasih makanlontenya kan makannya nasi,1,Positif
pekerjaan ya dpr apa sih,1,Positif
loh biarpun kamu buruh tapi kamu kan yang gji mereka semua,-3,Negatif
yang satu bilang a yang ini bilang b,-2,Negatif
ya allohhhhh menangis saya dengar nya,0,Netral
cari kontrakan yang lebih murah kan ada sihjangan boros pakai uang rakyat,-2,Negatif
pns berasx kg pertanggungan dapatx kgharga beras sekarang kgapa itu tidak nombok,-2,Negatif
jadi anggota dpr dapat tujangan rumah juta per orang besar sekali itu bisa bikin rumah lah,0,Netral
tidur sama menonton video kak,1,Positif
benar kesenjangan sosial yatunjangan beras saja jtlah kita juta sbln sudah all incb yang kasihan itu siapa sbnrnya,-2,Negatif
itu cuma abang,-2,Negatif
gaji saja yang dipikirka hanya perut dia sendiri berbunyi perut orang yang dah terkeluar tak mau peduli apa untung ya jadi dewan yang kayak bertambah kayak yang miskin bertambah miskin itu lah indonesia,-15,Negatif
beras bulog di jual,1,Positif
enak ya kita kapan ya,2,Positif
masih tnda tnyasamar pasti tidak trnparan,0,Netral
masih mending juta aku sebulan tidak sampai segitu,-1,Negatif
itu baca bos satu bula juta,1,Positif
ada yang percaya setelah mereka membuat kebijakan yang membuat chaos basi,1,Positif
mereka lah beban nya kita rakyat miskin kerja keras sendiri toch buat makin,0,Netral
beras di campur berlian,1,Positif
makannya kentucy rendang tongsenv gule,0,Netral
kok masih hidup orang ini cokk,0,Netral
sebulan juta gaeees kita ngontrak saja harus banting tulang buat bayarnya,0,Netral
mulut kalian tidak dapat di percaya plantar plintir,-1,Negatif
lucu ini para,1,Positif
sudah tidk percaya lagi,0,Netral
joget joget di gedung dpr tidur saat rapat,0,Netral
akh maca itu anggota dprnya tidak mengomong begitu,-3,Negatif
kasihan ya nanti pas di akhirat,1,Positif
menteri keuangan kasihan sama kawan dpr,1,Positif
eh kamu kbnykan makan makanan haram nes,1,Positif
biasa bang orang rakus memang kuat makan ya,1,Positif
setuju juga sihrakyat di peras byr pajek buat byr mereka itu,0,Netral
harus ya tidak ada tunjangan lagi untuk rmhrata anggota dpr banyakan punya rumah dijakarta tolong pak pajak pejabat dpr dlllbh baik jangan di tanggung negara biar sama kayak rakyat saja pada bayar sendiri,-9,Negatif
innalillahhhhhhhhhhberas juta sekarung yang harga berapa ya buat sebulan,3,Positif
bekerja untuk rakyat bagaimana cokrakyat makin menderita anggota makin kayak dimn adil ya ini uang rakyat buat gaji anggota dpr lho,0,Netral
jangan bahas juta saja pakanggaran dana t dalam tahun itu untuk apa dibagi tiap anggota dpr dpd berapa tuh sebulanya hejawab,-1,Negatif
cuman matane njepat,0,Netral
dpr layak naik gaji karena mereka bekerja keras memikirkan penderitaan rakyat,-2,Negatif
baby memang rakyat ya pada miskin buat makan saja susah,-1,Negatif
esok dele sore tempe bengi tempe kemarin,0,Netral
besok bang di gedung dpr ayo kita rame kan setidaknya emosi kita tersalurkan kita maki tuh dpr dihalalkan pakai bahasa binatang,-1,Negatif
benar banget kak gereget sama ibu pakai baju putih,2,Positif
beras juta bensin jtkita juta saja suruh sudah sama cicilan mikir pajak,0,Netral
memang tiap orang makanya sekali makin sekarung beras kok mpe biaya beras juta aku ada anggota klarga cuma beli beras sebulan kilo sekarung cuma ribuan lebih,-1,Negatif
kasihan ya anggota dpr bubarin saja biar tidak jadi anggota dpr lagi biar tidak kasihan,-5,Negatif
obatnya sudah habis ini orang,0,Netral
tidak ngotak banget memang,0,Netral
juta kali bulan juta diangsur oleh penerintah selama tahun untuk keperluan mengontrak rumah selama tahun bulan begitu ya pak,3,Positif
mengapa harus ada biaya kontrak rumah kalian sudah kayak pak terlalu miris kalian sudah punya segala ya tapi kok masih ada biaya kontrak rumah lagi sedangkan masyarakat masih banyak yang belum punya rumah,0,Netral
juta kali juta bisa lah beli apartemen,2,Positif
penjelasan bisa berbeda abang tergantung situasi dan kondisi rakyat sekarang,1,Positif
enak banget lo mengomong ya,2,Positif
buat gundiknya kan harus di kasih makanlontenya kan makannya nasi,1,Positif
belum dipotong ppn buat bayar mereka,1,Positif
hentikan sekarang juga tidak perlu sampai oktober,0,Netral
juta sudah dapat rumah baru,2,Positif
halaman dpr saja di bikin rumah susun kontraan pendapayannya bisa untuk negara mau ngantor tinggal jalan,0,Netral
bedah lagi omongan ya,-1,Negatif
di kubur pakai beras,0,Netral
masih kok bro buktinya saya masih hidup sehat lagi,-2,Negatif
juta sebulan untuk beli beras kg beras harga berapa,2,Positif
betul kak guru mengaji malah ribu per bulan ribuuu bukan juta butta banget mereka itu begitu guru dianggap beban asli kocak,1,Positif
mboh boleh puyeng ndasku,0,Netral
semiskin itu mereka kak beras saja negara yang belikan kita saja beli sendiri beras,-6,Negatif
sudah bubarkan dpr tidak guna,0,Netral
mending bubarkan saja dpr tidak usah ada dpr enak banget malahan rakyat kecil yang makin tertindas,-4,Negatif
juta jtthn,1,Positif
aku disini menangis jadi apalah arti guru ini ya,1,Positif
tanpa guru tidak bakalan jadi dpr kan,0,Netral
ya kalau tidak ada efisiensi tidak lama lagi,-4,Negatif
bisa diam tidak kamu,-1,Negatif
mungkin dia donatur dikampung yang suka kasih makin gratis ke tetangganya,0,Netral
kura ninja ada dimana,0,Netral
betul bunda sabar ya bunda semoga pemerintah memikirkan tunjangan untuk guru honorer setidaknya minimal umr,0,Netral
belum gaji mereka jthari,0,Netral
iya lah memang mau mengapai gede,0,Netral
jika tidak negatif saya sepemikiran karena videonya di potong tidak utuh,-5,Negatif
kamu pikir komen dimana akan naikin followers kamu kamu pikir akan jadi terkenal tidak ada yang peduli sama kamu bro,0,Netral
bikin gaji anggdpr setara umrhilangkan tunjangan dll,0,Netral
gaji dpr harusnya umr atau sama kayak pns ke,0,Netral
gue yakin nih orang mengetik sambil menangis,0,Netral
barangkali ada yang mau mencari pekerjaan sampingan tanpa menganggu aktifitas lainnya jadi admin wfh di paragon something kerjanya full di rumah,0,Netral
beras cuma juta ya banyak juga ya makannya sebulan bensin juta sebulan bisa dipakai keliling dunia itu,2,Positif
juta beras bapak makan beras apa,0,Netral
iya jawabannya gapok juta sama tunjangan juta,2,Positif
rakyat makin sengsara,0,Netral
bisa buat hidup bulan woilah,0,Netral
betul sangat setuju budayakan hidup sederhana terutama di wilayah pemerintahan para pejabat jadi hidupnya tidak bermewah mewah,0,Netral
anggaran segitu kok tidak buat rumah dinas saja ya pakai selama menjabat jika tidak menjabat lagi ya tendang keluar kan jadi hemat anggaran tidak siasia,-4,Negatif
berjuang untuk sendirirakyat makan cari sendiri sekolah listrik air bayar sendiri pajak bayar sendiri bukan dikasih dpr,-5,Negatif
bapa tidak punya rumah,2,Positif
kamu mah enak makan setiap hari lah gue makan ngemis duit dulu menunggu akhir bulan,-2,Negatif
juta dong untuk tahun jadi sewa pertahun juta rakyat yang di pajakin,1,Positif
anggota ya tidurbterus rek masuk terus manatau hal kayak begini,-3,Negatif
mereka langsung mendadak kena stroke kak,0,Netral
juta per ekor ya dan bayangkan ada berapa ekor di seluruh indonesia,0,Netral
ralat ya gajinya juta pajak ditanggung negara kalau sama dana aspirasi dll jadi jtbln gaji dpr,2,Positif
mencla mencle koyo lc,0,Netral
kalau cuman mengomong doang anak tak juga bisa biasakan kalau klarifikasi itu di lihat kan dengan data yang valid ke masyarakat,-5,Negatif
sama adja pak itu hotel kalau diitung,0,Netral
kok ada tunjangan beras berarti makan gratis kah pay,1,Positif
sampai like lebih banyak dari komen,0,Netral
setiap tunjangan dpr naik jutaan sedangkan umk naik paling kencang ratusan ribu doang wkwk,0,Netral
beda ya sama podcast krisdayanti pasti juta belum ceperannya,3,Positif
aslam gue langsung naik kak dengar isi mulutnya enteng benar,3,Positif
memang kacaw negara konoha ini,0,Netral
benar itu kayaknya tidak begitu konsepnya,-3,Negatif
tidak tau mana yang benar nih ceritanya orang dewan pandai kali mereka buat naskah fiktif hanya untuk mendapat uang,-2,Negatif
sebulan juta matek rakyat,1,Positif
dari bahasa tubuh kelihatan banget jelasin seperti itu ngeles dari realita yang sesungguhnya untuk meredam masyarakat apa mungkin masyarakat terus awasi soal tunjangan rumah itu pastinya sudah lupa dan tidak gaduh soal itu,-13,Negatif
loh kan mereka punya ternak yang namanya rakyat makanan rakyat cuma janji yang tidak pernah mereka tepati lalu dibiarkan buat cari makan sendiri kok malah tanya gaji mereka dari mana,-3,Negatif
tolong baca ri kami sebagai rakyat tidak ikhlas sampai akhirat,-1,Negatif
makannya kentucy rendang tongsenv gule,0,Netral
ya allah di zaman nabi muhammad pemimpin saja tidurnya beralaskan pelepah kurma tapi ini ingat hisab wahai wakilll rakyattt,1,Positif
yang setuju puan menggdurkan diri dari kursi ketua dpr,-3,Negatif
juta cuma cumaaa,0,Netral
serlok rumah mu abang,1,Positif
nih ya simak baik baik ada tidak anggota dpr yang tidak punya rumah maksudnya kan mereka banyak dapat tunjangan kenapa rumah jadi tunjangan juga mending kasih ke orang yang memang tidak punya rumah kan masih banyak,-3,Negatif
di rumahku bertiga cuma masak gelas kak itu saja masih nyisa,-3,Negatif
proses maklumi sdm ya rendah kayak ku ini orang kampung udik pengin makan nasgor atau kudu motoran kamu mana jalan ya ihik,1,Positif
itu mau dipakai ngontrak atau beli rumah baru sedangkan banyak rakyat yang tidak punya rumah diterlantarkan,0,Netral
dari kita lah kan sbnrnya kita banyak duit cuma nikmati ya diwakilin sama wakil rakyat,1,Positif
miskin amat dpr sampai ngontrak,0,Netral
mungkin lambung ya ada perut ya allah kasih kosong terus lapar terus biarkan saja nanti dia kelaparan di kasih nanah mendidih sama allah di akhirat,0,Netral
fungsinya dpr itu apa sih saya sebagai rakyat tidak perlu wakil,-4,Negatif
geragas banget jatah beras sampai juta,2,Positif
berjuanga apagak pernah bela rakyat,0,Netral
sedangkan rakyatnya menderita dan kelaparan,-1,Negatif
yang ribu saja dianggap beban negara bunda inikatanya cuma dan kasihan dengan teman dpr perlu diperiksa sepertinya,-4,Negatif
wkwkwk anggap saja kak dirumah dia ada orang kan saudara ya kakak ya adik ya orang tuanya,2,Positif
lhayo mbak haduuuhh astaghfirullahh buta ya mereka mata telinga hati ketutuppp ya allah begitu bisanya mengomong menteri keuangan kasihan hahhh istighfarrr ya allah,3,Positif
pajaknya saja ditanggung negoro jadi gajiuang yang diterima tetap utuh,0,Netral
memang anggota dpr tidak punya rumah sampai dapat tunjangan rumah,0,Netral
berat banget godaannya,1,Positif
nih biang keladi masalah ya sih anjing ini,-2,Negatif
sudah aku klik brusan,0,Netral
lebih kasihan masiarakat pak beras mahal listrik naikkalian semua di tanggung nengara,0,Netral
kalau tidak di serbu kok tidak ada perbaikan,-2,Negatif
iya itu memang ai kak tapi coba deh lihat pidato yang aslinya itu beliau secara tidak lngsng menyinggung kalau guru itu beban,-5,Negatif
andai kan mereka tau seberapa lelah ya guru menyembunyikan perasaannya di depan anak anak didiknya ketika harus berusaha terlihat baik baik saja dan selalu ceria padahal dunia lagi tidak berpihak semangat buat para guru,-2,Negatif
anak salah goyang nih,-3,Negatif
yang kayak makin kayak yang miskin tambah miskin,-4,Negatif
ah paling juga di ganti dengan tunjangan yang lainbasidasar badut badut politik,-3,Negatif
terus ada yang percaya,0,Netral
wakil rakyat harusnya visi misi menyampaikan kesejahteraan rakyat bukan pribadi,1,Positif
betul bunda sabar ya bunda semoga pemerintah memikirkan tunjangan untuk guru honorer setidaknya minimal umr,0,Netral
lah juta sudah dapat rumah itu wkwkw,1,Positif
rakyat bansos ribu wakil rakyat ya tunjangan beras cuman juta sudah sakit memang negara ini,0,Netral
beras misal juta an sisanya beli tanah sawah,1,Positif
krja mereka fa manfat ya buat masarakat fa paling mereka mprkaya dari sendiri untung aku ng pernah memilih yang nama ya dewan,-1,Negatif
perawat ribu kakak,0,Netral
hari meraka makan beras ton kak,0,Netral
kmh maneh gue,-1,Negatif
buruh yang umr juta pas gajian,1,Positif
kali tahun sama,1,Positif
juta itu bisa buat hidup bulan bagiku,0,Netral
oya biasanya tidak nyampai juta,0,Netral
komen tapi gajiku perbulan ih cuman sepucuk dari gaji mereka,-1,Negatif
masih masyarakat yang disalahin mengakak banget,-1,Negatif
mending rumah dinas kalau sudah tidak menjabat lagi bisa dibalikin rumahnya,-2,Negatif
layak banget untuk mereka yang bekerja untuk rakyat,0,Netral
ini biar meredam,0,Netral
katanya dulu ada rumah dinas tapi sekarang sudah tidak layak pengin rumah dinasnya yang kayak istana kali,-2,Negatif
mungkin tampilan para senator indonesia paling mahal di dunia atau paling tidak setara dengan negara negara makmur,3,Positif
hadeeuuuh enak banget kalau mengomong ya pakai duit siapa ya,2,Positif
teu baroga imah koplokimah ge kudu dipangontrakeun ku duit nagara,0,Netral
teori mengatakan orang yang suka berbohong usia hidupnya lebih pendek daripada orang jujur loh pak,0,Netral
iya geloooo banget juta setahun buat ngontrak tahun kedepan juta bulannya,4,Positif
srimulyani kasihan dengan dpr karena harga beras naik,1,Positif
ia benar banget,1,Positif
bedes iki nok ndi ndi onok teko saja,-1,Negatif
rakyat yang miskin tambah miskin di mana adil ya indonesia pak presiden r,0,Netral
tidur di gedung ber ac kak sama joged joged,1,Positif
wkwkwk tidak kasihan sama rakyatnya,1,Positif
apa yang dikasih ke rakyatzonk hanya memperkaya para elit saja,-2,Negatif
yang sudah ada rumah di kasih juga,0,Netral
tidak usah memikirkan gaji dpr lah kita krja saja walopun nguli tapi bisa makan dengan hasil kringat sendiri,-4,Negatif
siapa yang mempercayai mu para pemakan uang umatingat kalian pemakan uang umat,1,Positif
besok jangan pilih siapa dpr mau aapan,-2,Negatif
bukan ya dewan itu ada rumah dinas ya,0,Netral
seenaknya mentri keuangan mainin duid,-2,Negatif
kasihan karena modal jadi dpr belum balik mungkin,-3,Negatif
hahahha sudah lah capek banget sekalian saja jualin tuh pulau buat gaji dpr eh bagaimana ya jual pulau kan pernah ya,4,Positif
wajar wanita memang suka blon,0,Netral
penjelasan ya kurang lengkap karena kebanyakan tunjangan dasko dasko,0,Netral
guru apa dulu nih honor atau pns,0,Netral
sampai like lebih banyak dari komen,0,Netral
iya kak setuju banget kak,1,Positif
pantas pajak ini itu pada naik,-2,Negatif
bisa beli beras untuk se rt,0,Netral
yang ngontrak yang dtng ke senayan dari daerah kalau yang sudah punya rumah di jakarta semoga uangnya tetap diberikan ke dapilnya ya biar tetap rakyat yang merasakan,-1,Negatif
eh kamu kbnykan makan makanan haram nes,1,Positif
katanya hanya cuma,-3,Negatif
juta cuma hell nah umr guru ribu,1,Positif
enak ya tapi lebih enak kalau kami tidak bayar pajak sama ingat pas pemilu kami akan golput buat apa ada dprri cuman buat uud kekayaan kau saja rakyat miskin kau abaikan,0,Netral
gaji dpr juta perbulan tapi rumah ya harga milyaran dari mana uang ya untuk beli rumah mobil dan lain lain,4,Positif
juta tuh bukan cuma tunjangan beras tapi tunjangan yang lain totalnya juta untuk semua tunjangan yang harus di jelaskan yaitu manfaat tunjangan tersebut itu apa saja kenapa mereka perlu mndptkan tunjangan tersebut,-11,Negatif
mungkin punya banyak ternak yang butuh beras,-2,Negatif
rumah mu dimana pakai,1,Positif
layak banget untuk mereka yang bekerja untuk rakyat,0,Netral
greget banget aku dengar nya,0,Netral
kali juta juta tahu untuk bayar kontrakan apkah semua dpr ngontrak apkah setiap hari kerja di gedung,2,Positif
mengakak gue bacanya,0,Netral
coba ganti dpr ya itu sama anak genz,0,Netral
tapi maaf kalau yang korupsi bagaimana apakah msi di bilang wajar juga,-3,Negatif
cuma juta sedangkan pns gaji paling tinggi juta dan juta membiayai satu keluarga bukan orang,1,Positif
tadi benar komen ya sekarang kumat lagi,-1,Negatif
juta men lah aku kerja banting tulang peras keringat gaji juta bulan,2,Positif
begitu bentuk rumah tidak layak di tempati pak lantas rumah gubuk kami ini apa pak,0,Netral
oke pak juta juta juta tahun jutatahun juta bulan jutabulan itu mending manfaatin asrama atlet pak masih mengiris hati itu mah,2,Positif
naik menjadi juta bulan,1,Positif
umr tidak perlu tunjangan yang berlebihan ini tunjangan bisa buat nyicil umroh dll,-2,Negatif
lebih baik dibubarkan negara jadi sejahtera dan tentram,1,Positif
mentri keuangan kasiandengan dpr dengan guru dianggap beban negara,0,Netral
anjir sarkas benar luuu,0,Netral
semoga kualifikasi ini benarklo pun benar tetap tinggi pakkkk,1,Positif
coba pak terjun ke bawahmasih ada rakyat yang tidak mampu beli beras loh paksampai hari tidak makan,-3,Negatif
suruh tempati rumah susun,0,Netral
padahal kata ya negara demokrasi tapi pendapat rakyat tidak pernah di dengar,0,Netral
artinya setahun juta ini masuk akal untuk sewa rumah karena xthn juta nah tahu masajabatan,1,Positif
yohaenes betul mau jadi anggota dewan habis milyaran,-2,Negatif
capek banget jadi tulang punggung negara,1,Positif
tidak ada muka bersyukur nya kayak ya,0,Netral
ya kali wd tidak mengajak kalau boleh info boleh link ya bang,1,Positif
yang sudah punya rumah di jakarta memang kontrak juga ya broooo hadeeeh,2,Positif
buat sebulan saja,0,Netral
robot maklum tidak ada akal,-1,Negatif
tidak pernah ikhlas gaji lu dan keturunanmu,0,Netral
menghitung duit rakyatuntuk keluargasisa nya buat beli mobil,2,Positif
bisa buat beli rumah lol,2,Positif
mau komen ah gaji guru besar masa dpr wakil rakyat kecil guru bersyukur makan apa adanya nikmat mana yang engkau dustakanmakasih bu guru bapak guru,2,Positif
di makan sak rw juta,1,Positif
juta itu masak beras sama sawah ya kak,2,Positif
terus kita percaya begitu,1,Positif
katanya efisensi anggaran tapi para petinggi negara malah berfoyafoya dan prawobo juga hanya omonomon masih ingatkah pada saat prawobo di mata najwa yang hormat di depan cermin,-3,Negatif
tunjangan rumah saja dalam tahun adalah juta hebat banget ya pak,3,Positif
sabar ya bu ada waktu ya tunggu saja bu,2,Positif
jabar kan dulu apa yang sudah di buat dpr untuk rkyt,0,Netral
juta gaes buat tunjangan rumah anggota dpr ri untuk tahun,1,Positif
juta kali juta,2,Positif
buat saja perumahan buat anggota dprdpr ri setelah masa kerja selesai bila tidak terpilih silakan angkat kaki dari rumah itu di jadikan satu lokasi mau tidak mau silakan tinggal di rumah dinas rumah tidak perlu luas dan mewah tapi bagus rapi bersih layak tidak perlu mengeluarkan lagi uang untuk tunjangan rumah menurut saya ya,4,Positif
bantuan listrik sumpah demi allah sakit hati dengernya saya tidak ikhlas ya allah demi allah akan saya meminta keadilan mu kelak di pengadilan akhirat,-4,Negatif
naik lagi jadi jutabulan,0,Netral
ya soalnya sambil jualan beras,1,Positif
padahal tidak mewakili sama sekali,-2,Negatif
kenpa banyak artis yang mau jadi anggota dpr,-1,Negatif
susa cari duit buat byr pajak malah begini,-2,Negatif
apa kabar kasus korupsi dana haji,-1,Negatif
kenapa mesti gaji dpr yang di naikkan kan sudah gede gaji ya yang perlu di naikkan gaji itu honorer pakkk,0,Netral
tahun sama sama saja di belikan rumah,1,Positif
